speciesid	SRR6154999	SRR6155000	SRR6155001	SRR6155002	SRR6155003	SRR6155004	SRR6155005	SRR6155006	SRR6155007	SRR6155008	SRR6155009	SRR6155010	SRR6155011	SRR6155012	SRR6155013	SRR5947117	SRR5947118	SRR5947119	SRR5947120	SRR5947121	SRR5947122	SRR5947123	SRR5947124	SRR5947125	SRR5947126	SRR5947127	SRR5947128	SRR5947129	SRR5947130	SRR5947131
126267	0	0	0	15	0	0	0	0	0	0	29	0	57	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108763	0	0	0	16	0	13	14	14	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130810	0	0	0	26	0	10	11	0	11	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142533	0	0	0	19	0	13	12	0	0	0	0	0	11	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141597	0	0	0	13	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123757	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128055	0	0	0	13	11	0	0	12	0	0	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120064	0	0	0	16	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142437	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104811	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140875	0	0	0	11	0	21	0	0	15	14	15	23	22	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103703	0	0	0	17	0	0	0	0	17	0	16	0	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110911	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139872	0	0	0	11	0	0	0	0	22	0	0	11	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134745	0	0	0	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143497	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117715	0	0	0	17	26	24	0	15	20	0	17	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144748	0	0	0	23	0	0	0	0	0	0	40	40	28	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127839	0	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119060	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129739	0	0	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115304	0	0	0	28	0	0	0	0	25	0	27	28	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145298	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147001	0	0	0	28	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139808	0	0	0	18	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103034	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103949	0	0	0	12	0	13	0	0	0	0	13	13	19	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109401	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120482	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137790	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
146832	0	0	0	15	0	0	0	13	0	0	19	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100102	0	0	0	11	0	0	0	11	0	10	17	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142479	0	0	0	11	11	20	11	19	0	0	10	0	0	14	0	0	0	0	0	0	0	0	74	86	119	0	191	0	0	0
101652	0	0	0	63	0	0	0	0	0	0	27	43	23	64	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100122	0	0	0	47	0	12	0	0	14	0	21	44	22	62	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120563	0	0	0	37	0	0	0	0	0	0	20	49	24	63	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109840	0	0	0	35	0	0	0	0	0	0	31	40	24	73	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107519	0	0	0	33	0	10	0	0	10	0	20	26	12	38	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140873	0	0	0	21	0	0	0	0	0	0	0	11	0	28	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115895	0	0	0	20	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100515	0	0	0	19	0	0	0	0	0	0	0	24	0	14	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123920	0	0	0	15	0	10	0	0	16	0	16	17	13	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115785	0	0	0	17	0	0	0	0	0	0	0	17	0	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125615	0	0	0	17	0	0	0	0	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122495	0	0	0	17	0	20	18	0	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129996	0	0	0	22	0	0	0	0	19	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122066	0	0	0	12	0	12	0	17	23	0	25	0	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136558	0	0	0	18	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104395	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103793	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127663	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140449	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108901	0	0	0	12	0	11	0	0	14	0	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100170	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123747	0	0	0	24	0	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117914	0	0	0	36	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117047	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141563	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114439	0	0	0	10	0	11	0	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123149	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107682	0	0	0	27	0	0	0	17	0	0	21	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129172	0	0	0	12	0	0	0	10	0	0	12	14	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101009	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130269	0	0	0	10	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108482	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104323	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115020	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143286	0	0	0	32	0	28	0	0	48	0	32	30	31	24	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145719	0	0	0	12	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105947	0	0	0	17	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100588	0	0	0	16	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
129706	0	0	0	12	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121968	0	0	0	21	0	16	0	0	15	0	27	0	13	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113554	0	0	0	26	13	0	0	0	19	0	26	0	17	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107496	0	0	0	24	0	0	12	11	11	0	25	25	17	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133224	0	0	0	29	0	0	0	0	0	0	49	0	18	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127194	0	0	0	23	0	0	38	0	32	23	21	18	21	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115116	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115249	0	0	0	22	0	24	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113817	0	0	0	15	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118945	0	0	0	20	0	0	0	20	0	0	23	18	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136847	0	0	0	18	0	0	0	0	0	0	16	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112761	0	0	0	11	0	0	16	0	14	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128222	0	0	0	21	0	0	0	0	15	0	20	29	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145202	0	0	0	16	0	16	0	22	16	0	25	0	19	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128703	0	0	0	17	0	11	0	11	15	0	27	22	11	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128978	0	0	0	19	0	0	0	0	0	0	33	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127099	0	0	0	29	0	17	0	0	28	0	30	22	48	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129179	0	0	0	29	32	0	24	0	25	24	55	41	45	27	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112755	0	0	0	12	0	0	0	0	14	0	12	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112524	0	0	0	11	12	0	11	0	18	0	28	0	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131129	0	0	0	19	10	10	0	13	0	0	23	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109264	0	0	0	12	0	0	0	0	0	0	16	13	10	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135466	0	0	0	16	0	0	0	0	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117940	0	0	0	23	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108168	0	0	0	17	0	0	0	0	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135689	0	0	0	16	0	0	10	16	17	0	35	19	16	16	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135564	0	0	0	13	0	0	0	0	10	0	16	10	0	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104499	0	0	0	20	0	16	0	14	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136819	0	0	0	21	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130276	0	0	0	17	0	12	16	14	18	18	21	0	11	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136714	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142666	0	0	0	15	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117153	0	0	0	17	0	0	0	0	0	0	38	0	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124019	0	0	0	14	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104415	0	0	0	18	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104515	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124627	0	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102370	0	0	0	12	11	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111645	0	0	0	12	11	13	0	0	11	0	16	11	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111069	0	0	0	13	0	0	19	14	0	0	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127151	0	0	0	31	0	0	0	0	0	33	43	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133524	0	0	0	14	0	13	15	0	0	0	16	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136961	0	0	0	14	12	0	11	0	0	0	15	10	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104694	0	0	0	22	0	0	0	0	0	0	0	15	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117662	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126350	0	0	0	10	10	0	0	12	10	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124956	0	0	0	29	0	28	20	28	14	0	35	18	30	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101880	0	0	0	14	0	0	12	11	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100134	0	0	0	15	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136165	0	0	0	12	0	22	13	18	14	15	27	10	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131505	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104693	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141022	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130429	0	0	0	19	15	0	0	0	0	0	12	12	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138956	0	0	0	15	0	0	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143584	0	0	0	13	0	0	0	11	12	0	33	15	24	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141821	0	0	0	10	0	0	0	0	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126246	0	0	0	14	0	17	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139817	0	0	0	20	0	0	20	25	0	0	20	15	29	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140435	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125661	0	0	0	26	0	0	0	0	11	0	14	12	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105078	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116830	0	0	0	21	12	0	0	11	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120801	0	0	0	17	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121105	0	0	0	12	11	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117610	0	0	0	11	0	0	0	0	10	0	12	12	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126402	0	0	0	14	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106675	0	0	0	19	0	0	0	0	0	0	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127567	0	0	0	13	0	21	0	0	0	13	26	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144750	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145508	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144218	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130425	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108067	0	0	0	18	0	0	0	21	0	0	18	20	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112028	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110699	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136922	0	0	0	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117774	0	0	0	16	0	0	0	0	0	0	27	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109756	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110806	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115397	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123758	0	0	0	22	0	0	29	0	18	0	48	39	0	21	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137449	0	0	0	14	0	10	13	14	13	11	14	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103837	0	0	0	16	0	0	0	0	0	0	11	0	14	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127287	0	0	0	12	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117282	0	0	0	20	0	0	0	0	0	0	16	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130247	0	0	0	14	15	0	0	20	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107825	0	0	0	14	0	0	0	0	0	0	0	0	18	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142845	0	0	0	26	0	0	0	0	0	0	24	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117191	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121604	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145225	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118248	0	0	0	25	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126161	0	0	0	13	0	12	0	0	17	0	25	13	18	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135829	0	0	0	22	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103621	0	0	0	51	0	0	0	0	0	0	40	0	36	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120640	0	0	0	14	0	0	0	16	15	0	18	0	17	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140791	0	0	0	14	0	0	0	0	0	0	22	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126424	0	0	0	12	16	0	12	12	0	11	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130264	0	0	0	61	0	0	0	0	0	0	25	37	29	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109559	0	0	0	33	20	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101723	0	0	0	37	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126461	0	0	0	27	0	28	34	0	24	0	38	32	41	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114834	0	0	0	38	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126610	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110880	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101414	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136125	0	0	0	43	0	0	0	0	0	0	60	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113799	0	0	0	18	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118144	0	0	0	34	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105296	0	0	0	30	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114503	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107344	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110163	0	0	0	39	0	0	0	0	0	0	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132954	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118493	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106508	0	0	0	16	0	29	20	17	23	0	28	15	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118165	0	0	0	24	0	32	33	0	26	28	47	22	36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114311	0	0	0	29	0	0	0	0	0	0	34	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128236	0	0	0	58	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135485	0	0	0	23	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122777	0	0	0	63	51	0	0	0	0	0	37	50	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115850	0	0	0	35	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112799	0	0	0	38	0	44	0	0	39	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122358	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113818	0	0	0	15	0	12	0	0	0	11	15	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110440	0	0	0	15	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123624	0	0	0	13	0	0	0	0	0	0	50	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141890	0	0	0	18	0	0	0	0	13	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103896	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136609	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121205	0	0	0	20	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113617	0	0	0	18	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123972	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134664	0	0	0	23	0	15	0	0	14	0	23	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101579	0	0	0	32	0	23	0	0	41	11	43	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127614	0	0	0	41	0	0	0	0	0	0	72	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113789	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116124	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143772	0	0	0	24	0	14	0	0	17	0	18	21	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116523	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116568	0	0	0	47	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118728	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137873	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146651	0	0	0	39	0	23	16	23	32	0	40	21	27	22	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121997	0	0	0	18	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118752	0	0	0	12	0	12	0	0	14	0	20	14	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
