speciesid	SRR6154999	SRR6155000	SRR6155001	SRR6155002	SRR6155003	SRR6155004	SRR6155005	SRR6155006	SRR6155007	SRR6155008	SRR6155009	SRR6155010	SRR6155011	SRR6155012	SRR6155013	SRR5947117	SRR5947118	SRR5947119	SRR5947120	SRR5947121	SRR5947122	SRR5947123	SRR5947124	SRR5947125	SRR5947126	SRR5947127	SRR5947128	SRR5947129	SRR5947130	SRR5947131
103043	57	48	45	42	52	49	33	46	57	29	84	49	48	44	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128228	54	56	61	59	68	38	31	66	68	29	106	55	57	52	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133723	30	34	31	15	42	48	34	50	49	25	65	39	41	39	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139079	83	52	62	75	65	49	37	79	85	40	102	66	57	65	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146157	62	36	38	39	40	42	29	51	57	23	73	32	36	41	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104892	54	54	44	56	41	54	36	54	62	48	100	76	63	63	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120355	48	45	30	37	42	39	46	48	49	15	68	45	44	33	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134634	42	39	43	47	60	39	30	37	66	25	98	38	40	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114298	116	102	105	113	129	72	73	119	105	57	206	78	89	102	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105782	69	61	60	45	66	48	44	57	53	45	100	56	53	67	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141866	40	28	43	28	29	37	22	40	40	21	57	36	21	42	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116769	64	36	40	51	46	40	39	75	55	24	84	69	51	53	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117060	63	30	46	65	59	44	33	52	38	22	86	53	47	49	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143019	60	26	43	48	52	34	41	43	42	35	80	47	49	48	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138637	120	116	89	125	114	105	89	129	134	59	211	120	114	94	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142214	78	57	59	111	78	85	54	62	111	55	183	91	107	73	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100787	72	44	43	72	79	34	46	56	62	37	96	42	50	46	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115090	69	52	68	82	91	57	62	78	70	52	143	67	76	82	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129845	42	18	31	63	39	41	21	48	60	31	106	25	53	43	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130330	63	35	42	32	53	42	34	62	40	25	97	41	44	44	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129077	26	12	17	34	24	46	22	21	44	20	54	33	42	38	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121947	33	25	24	26	27	23	25	23	24	18	67	27	40	37	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132390	29	30	24	32	36	29	31	26	39	16	37	27	23	27	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118655	14	0	14	12	0	12	14	25	17	13	17	14	17	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123522	51	37	43	28	50	42	36	56	54	27	70	38	38	32	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134601	43	24	34	34	27	21	25	22	35	23	68	34	46	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130908	71	45	44	51	55	43	46	69	64	39	81	46	62	55	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144338	44	22	22	25	25	20	15	27	39	11	53	26	32	19	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111340	50	35	41	48	60	39	25	41	42	18	94	65	60	50	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119403	36	19	18	31	22	28	20	21	21	19	32	19	25	21	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110596	118	71	73	75	82	76	45	76	80	45	129	68	96	62	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120597	83	60	69	62	67	43	53	85	82	41	158	66	95	79	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107474	75	63	58	68	88	70	62	70	92	37	134	65	89	77	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141537	73	50	58	57	62	42	46	54	91	34	98	70	64	57	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109566	58	45	49	37	61	63	37	50	44	39	82	39	52	30	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145871	63	38	33	40	43	46	22	40	49	0	97	57	54	39	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144600	45	34	28	58	41	30	39	42	48	18	63	34	40	42	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103031	56	43	39	44	59	55	35	63	78	32	105	60	75	47	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101059	46	39	42	31	52	48	41	51	81	34	89	45	33	42	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104187	119	85	84	50	74	75	86	117	61	54	86	37	42	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137467	32	22	16	24	21	28	20	22	30	18	28	29	12	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108045	20	17	19	26	19	13	0	32	25	20	36	18	21	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101736	16	0	19	12	10	0	0	13	0	0	17	0	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127334	14	0	0	13	0	14	11	17	18	10	22	0	18	19	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131617	14	0	14	10	0	15	0	14	16	0	15	0	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101621	173	44	48	135	111	55	48	86	71	47	126	70	75	110	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108913	46	41	22	23	31	74	53	45	60	19	104	12	17	47	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109663	75	36	42	50	68	49	31	57	47	31	76	55	50	28	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104696	60	58	47	50	79	52	48	63	65	46	93	78	56	57	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138053	29	14	24	17	25	24	16	27	27	18	58	37	38	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132363	23	14	16	24	34	29	22	26	28	20	41	32	17	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143627	21	0	19	29	0	0	0	16	23	0	42	0	17	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143898	18	14	11	27	34	23	20	27	29	0	37	20	16	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135932	10	0	0	0	0	0	0	13	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112936	25	15	16	15	25	14	0	23	19	0	34	0	18	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122801	24	18	24	29	27	20	17	29	34	19	33	33	29	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114248	16	0	11	13	11	14	0	12	20	0	37	14	14	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134828	14	13	18	19	11	11	0	26	22	11	27	14	11	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116929	12	0	0	12	16	0	11	16	18	0	42	17	10	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114997	53	13	13	31	18	24	0	44	52	22	58	45	28	27	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135604	46	34	36	33	35	44	36	75	53	22	99	39	31	43	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105513	50	18	19	35	34	38	35	39	53	0	62	49	62	29	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117002	37	36	35	51	50	38	25	55	59	21	68	54	42	49	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117316	58	32	43	60	52	36	28	50	49	22	69	50	42	35	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124472	23	15	19	13	16	13	10	21	20	0	20	22	21	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122097	19	17	22	13	26	34	14	21	17	10	43	13	34	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114932	23	19	0	11	12	12	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144326	17	0	0	0	11	0	0	0	10	0	11	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125785	30	0	17	13	27	12	13	27	17	12	35	24	24	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101357	38	45	40	51	54	35	35	63	49	41	97	50	45	36	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126984	23	24	19	17	21	19	18	15	27	13	29	13	18	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103762	18	0	14	16	15	14	0	14	16	12	21	17	18	17	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135831	1478	2696	3011	1097	1790	847	367	4148	2919	332	1971	1233	990	835	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140141	15	14	17	17	0	13	10	27	22	14	34	13	30	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143659	906	1008	1045	691	971	365	214	1181	751	154	1427	721	689	529	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110583	46	48	36	26	27	25	0	47	32	18	65	46	31	21	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108307	21	34	28	44	31	17	0	36	20	17	55	46	36	18	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110354	13	0	18	13	15	17	0	19	23	0	31	11	16	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109646	13	13	14	13	18	0	0	31	0	0	30	24	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142241	15	13	25	16	22	0	0	30	13	14	32	20	16	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145573	15	12	17	17	19	11	0	15	0	0	18	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136434	12	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139135	17	25	25	19	28	0	0	21	14	0	37	23	13	31	16	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
127193	16	12	17	16	16	11	0	15	23	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109516	21	59	58	29	67	19	16	57	51	12	56	31	40	23	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126985	13	15	19	0	12	0	11	29	14	0	28	14	13	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129116	11	20	21	16	22	0	0	29	13	11	38	15	15	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111022	62	69	48	35	87	29	0	56	72	0	68	23	23	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130967	25	36	26	19	31	17	0	43	41	0	37	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122597	23	16	0	0	14	0	0	22	20	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133694	23	45	55	0	29	26	0	63	45	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137201	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113247	19	28	41	31	25	0	0	37	30	0	44	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102240	27	23	0	0	0	0	0	38	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110914	15	32	26	19	34	24	0	36	20	0	25	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146351	15	34	27	0	28	0	0	32	27	0	26	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105559	35	25	30	30	31	0	17	45	22	0	44	22	19	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114711	23	29	18	11	26	11	0	32	24	0	26	22	20	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102238	11	22	25	15	18	12	0	39	23	0	32	20	18	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127931	14	11	0	0	10	0	0	0	0	0	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108790	37	23	23	23	32	18	18	26	26	16	52	34	30	24	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118906	40	28	26	38	35	30	25	45	29	23	45	24	28	41	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147577	35	23	19	26	24	19	25	33	25	24	44	33	46	16	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103096	27	20	35	30	24	27	28	39	32	22	69	36	35	27	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116178	26	24	17	33	35	30	0	36	32	17	42	24	53	31	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120397	35	28	13	22	41	23	14	25	31	13	56	37	32	23	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119113	12	0	14	19	19	16	18	15	22	0	37	13	17	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143119	23	11	22	11	29	22	11	25	24	25	27	15	31	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122593	10	15	15	0	11	0	10	19	11	11	12	16	18	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105277	80	178	225	93	163	53	31	213	98	29	236	95	94	83	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112639	19	14	26	16	11	0	0	64	18	0	35	21	13	18	14	11	581	38	11	0	123	230	35	29	25	28	111	31	22	40
116077	24	34	19	22	23	15	0	25	24	0	33	16	19	18	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107559	22	23	21	16	25	13	0	53	26	0	39	31	20	12	34	0	14	10	0	12	0	0	35	60	11	0	222	124	0	143
115777	16	28	32	26	20	27	0	48	23	0	37	0	30	20	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127816	19	13	19	0	13	15	13	30	0	0	15	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138850	16	15	23	0	0	14	22	18	0	15	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115197	12	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112356	11	11	14	0	10	12	0	15	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134409	71	69	72	70	86	69	52	87	92	65	131	99	72	91	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108146	30	19	16	22	22	15	27	22	27	11	75	37	50	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117086	29	29	51	32	43	37	24	33	32	14	42	27	26	36	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145618	20	19	19	10	20	20	12	17	20	14	19	14	17	14	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111733	27	28	18	42	23	23	29	27	22	13	67	36	35	26	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114035	23	15	23	19	25	12	13	35	17	0	30	26	12	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147318	12	16	30	0	12	10	0	21	14	0	22	10	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116301	16	23	24	14	21	0	0	28	26	0	24	18	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123087	16	17	20	0	16	13	0	18	16	0	36	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141839	10	0	14	0	0	0	0	12	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135159	16	10	0	13	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127917	15	0	0	0	14	0	0	0	0	0	13	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115466	13	17	10	15	22	0	0	28	12	0	22	18	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111094	85	106	57	39	132	151	110	93	94	177	100	113	59	71	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144685	15	11	12	11	23	0	0	11	14	0	22	0	0	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129684	17	15	21	16	14	18	11	16	15	0	21	15	16	13	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135313	19	18	14	0	12	16	0	21	12	0	25	16	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103832	19	15	0	23	20	0	0	13	19	0	20	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110584	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127223	19	13	19	0	13	0	0	23	0	10	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125391	38	19	22	15	29	25	15	26	17	16	35	17	14	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141869	25	14	19	14	18	20	22	17	15	11	35	28	24	14	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136199	13	0	0	10	16	12	0	10	0	0	27	17	19	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135660	47	27	33	32	43	33	19	45	48	14	61	38	37	41	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146047	23	14	18	21	12	13	0	12	10	0	31	22	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117306	11	0	0	13	12	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103322	26	31	30	26	23	17	0	47	21	0	48	25	23	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147656	17	20	12	22	18	0	0	0	11	0	29	16	12	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135897	14	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102919	27	20	0	25	15	23	0	13	0	0	40	18	31	25	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122699	21	0	0	0	18	12	0	15	22	0	24	25	0	14	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108229	19	19	0	14	20	17	17	13	14	13	22	22	15	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118843	19	25	26	10	14	0	25	27	17	10	18	20	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125496	20	0	0	23	0	0	0	16	10	0	24	17	12	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139807	16	0	0	14	0	20	11	11	12	0	22	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123715	12	0	0	0	0	0	0	10	12	0	22	10	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134253	11	13	0	11	13	10	0	25	12	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113482	12	16	14	0	14	19	15	24	15	10	22	16	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107358	14	0	0	0	13	11	0	12	18	0	17	0	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134595	20	15	0	20	12	0	15	0	0	0	22	19	0	13	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125231	20	0	0	30	0	0	0	0	0	0	17	29	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145589	14	23	0	0	0	0	0	35	0	0	18	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102690	18	0	0	0	0	0	24	0	0	36	18	0	16	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118378	27	12	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130042	10	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139128	12	17	10	12	12	14	0	15	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134530	14	0	0	0	0	0	0	13	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124137	10	0	10	10	20	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109588	13	0	0	15	19	0	0	18	0	12	11	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134628	15	13	19	0	0	0	15	20	0	0	12	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127659	15	0	0	12	29	0	0	10	0	0	14	15	0	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137880	16	0	0	0	18	13	0	0	0	0	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145594	10	0	0	10	0	0	12	0	0	0	13	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106010	24	13	15	21	0	13	0	0	0	0	17	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144166	28	0	0	12	0	14	0	12	0	0	15	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143515	13	12	12	0	24	0	0	25	0	0	21	15	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118997	17	13	18	14	13	17	19	20	15	14	29	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140746	20	0	0	20	14	20	0	21	16	20	24	13	25	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135974	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101347	286766	208420	275436	161103	398430	577447	635258	293996	375257	425190	132475	190567	141266	157651	241930	17893	8601	8989	14541	17677	9036	9248	11572	8660	6958	10338	4333	8773	12389	6567
111379	10201	9993	7260	6695	16112	19358	19966	11296	11346	16392	8613	8511	6991	10645	10321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141892	2264	3816	5257	1526	4151	10514	8713	5519	4431	4613	1370	1848	1417	1448	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114004	1664	1984	3142	1027	2671	5579	5392	3244	2839	3046	780	1063	818	824	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121026	1466	1561	2272	842	2018	4002	4304	2311	2202	2432	697	886	797	839	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101380	1635	1548	2165	965	2319	3975	3752	2393	2383	2449	809	1177	850	914	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133742	926	993	1572	655	1559	2098	2399	1806	1652	1531	665	900	607	609	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139084	840	996	1721	498	1414	2685	2549	1706	1482	1473	395	505	428	444	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124957	685	543	863	390	930	1556	1688	855	890	1098	324	422	336	377	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119377	629	629	950	354	913	1776	1846	1040	942	1088	303	394	354	360	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103790	444	739	1395	259	650	2219	1573	1343	858	881	122	236	149	107	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109388	350	542	879	234	652	1497	1209	928	692	696	166	273	215	187	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107694	309	255	377	246	449	519	675	431	425	382	166	296	160	166	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143577	301	334	535	196	521	713	805	552	522	502	233	279	212	208	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102755	291	361	566	166	499	853	1017	635	444	492	194	209	178	176	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124705	257	407	563	179	390	1014	801	611	488	454	89	127	89	69	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102435	207	229	375	124	396	641	844	433	413	423	128	128	108	147	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120474	158	201	298	112	298	543	533	309	258	320	98	112	84	87	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110744	132	144	166	80	215	345	307	197	182	215	97	95	84	96	100	2899	1829	1380	2821	3311	2252	1921	1663	1329	1650	1737	1089	1393	1701	1361
103449	129	149	180	70	193	342	396	190	170	218	88	78	72	68	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101924	117	181	268	87	194	449	393	262	213	228	60	91	55	55	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110768	107	111	130	58	169	225	309	167	171	152	73	79	68	87	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146920	92	96	165	48	112	255	238	154	105	135	33	47	43	32	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116943	49	49	81	23	79	101	136	96	71	75	28	33	21	29	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102065	47	71	124	42	85	177	167	110	90	103	41	37	42	35	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123159	41	57	83	37	69	129	134	81	77	83	35	43	21	37	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107058	34	47	57	16	65	107	100	76	70	68	11	30	37	21	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108536	32	56	61	25	48	101	114	57	68	70	26	35	19	23	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130688	30	42	47	14	51	68	87	51	46	61	21	13	21	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139077	30	34	39	12	33	80	79	54	27	32	18	18	14	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128185	76818	50275	66167	49605	80786	160967	144554	49530	84214	98032	36933	46283	38440	54251	66864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116922	35405	51725	83375	24613	75207	152410	114287	77913	67578	67080	31298	42607	33755	25000	46278	7707	5866	4317	9415	6723	6064	6644	3764	3564	2992	5754	2566	5052	5461	4187
101378	22510	37160	45338	9670	25543	81214	79666	42054	33556	48668	9604	8347	11614	11091	12849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112969	15662	15413	36375	9726	43821	44318	71838	27128	40617	54364	7230	8935	9155	15305	12959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145818	1982	2912	4665	1346	3813	8461	7386	4669	3965	4043	1276	1666	1387	1247	2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114962	686	846	1489	438	1141	2395	2049	1415	1221	1369	324	463	348	361	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129978	550	671	996	395	886	1788	1688	982	917	1036	350	386	331	310	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
